"input","dep"
"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003265376892569215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003297845427960916,0.005545787640494601,0.003147609201361801,0.0,0.0035223245824763006,0.004421641497151101,0.003939864578575315,0.004557252777935397,0.00504973585025731,0.004557252777935397,0.0038328030411140302,0.0039023930404638654,0.0039023930404638654,0.004609423081442153,0.003147943363053602,0.0,0.003897453687590173,0.003897453687590173,0.0,0.0,0.005171621239302346,0.0,0.005438726103033315,0.0,0.004914124569473016,0.005171072259380102,0.0,0.004974792774034412,0.006366592761031126,0.004974792774034412,0.0,0.005551140717367665,0.006300571479596666,0.0,0.005439303498065405,0.0,0.005182328529652867,0.0045398911086215205,0.0,0.0,0.003897453687590173,0.005545787640494601,0.00368291688866823,0.005074716875664944,0.004175399960990146,0.0,0.0,0.0034331066345918955,0.004974792774034412,0.0034331066345918955,0.0,0.0034955591981109795,0.004244989960339979,0.004352451759828653,0.0036030032029508055,0.004807573367384581,0.004957475432291897,0.0,0.0,0.0,0.004122306784951145,0.0,0.0,0.004860593800742372,0.004860593800742372,0.0,0.0,0.0,0.005213896874364615,0.0,0.0,0.0,0.005963327636593616,0.0,0.0,0.005599912853323242,0.005599912853323242,0.003645832364352896,0.0,0.0,0.0037903807840849483,0.0,0.0,0.004335992267182072,0.004592939957089158,0.004244989960339979,0.0032974953538076005,0.005021186106934301,0.0035223245824763006,0.0,0.0033724384300305,0.004914124569473016,0.00420751842222853,0.0039830554850092455,0.0037529052678581206,0.0040580630428480105,0.004957475432291897,0.003645832364352896,0.0,0.0,0.0045398911086215205,0.00593120917535523,0.004630411495200608,0.005085423029411073,0.005235309181856872,0.0,0.0,0.0,0.0048070630320117295,0.0,0.0,0.0,0.0,0.005482054861087995,0.0,0.0,0.005225157691054958,0.0,0.0,0.0,0.0034156256218166622,0.0048070630320117295,0.003988042270432893,0.004362757651547394,0.00411294739747106,0.004157556371413264,0.0035330307362224297,0.00428246149845143,0.0044252102150664765,0.0041825373968208965,0.0038328030411140302,0.0035829927870376964,0.004717845084127326,0.003925950746872913,0.004282916140208982,0.004175843236703757,0.005450010788415929,0.003950990139342786,0.0,0.0,0.0,0.0,0.0,0.0,0.005317389693910524,0.005299546104333645,0.005094344824199513,0.00503189226068043,0.005424451231371812,0.004682157904973563,0.0,0.005124678926480212,0.006516478913476925,0.004825350372520162,0.0,0.004657671302477268,0.005931838854189439,0.003308552718311438,0.0,0.0,0.003640478719177634,0.003640092273683715,0.0,0.003227905354457765,0.005039029696511182,0.0046571768795659295,0.0052014063616608,0.00503189226068043,0.005681398921278897,0.003932727142744562,0.0,0.0034331066345918955,0.004974792774034412,0.0034334223804470387,0.0,0.003640478719177634,0.0,0.0,0.0,0.0,0.005514254530519064,0.00615603840402393,0.0,0.00420751842222853,0.0,0.004220008934932345,0.004826690980546299,0.0035330307362224297,0.004789219442434848,0.003540168172053182,0.0,0.0,0.0058134414841478155,0.0,0.0,0.004047355752497488,0.0,0.003372796460414573,0.0,0.0,0.003265723556909348,0.004550115342104644,0.005374489180556545,0.003982689193559831,0.0,0.004014807654798216,0.0,0.0,0.0,0.004325286113435945,0.0,0.0,0.0033724384300305,0.004272148221824433,0.004946768141941374,0.004464940076167863,0.0,0.005139499368250777,0.0,0.0,0.0,0.0,0.00533166456557203,0.0038328030411140302,0.0,0.0035223245824763006,0.0,0.002908505101031597,0.004799925596180978,0.0044252102150664765,0.0040326512443750965,0.0,0.0,0.0,0.0,0.004240086978806891,0.006713471049777579,0.004015233881445921,0.0,0.0,0.003147943363053602,0.00518177841312623,0.004325286113435945,0.0,0.0,0.00443234765089723,0.0,0.00469286405871969,0.0056921050750250255,0.005317389693910524,0.0044252102150664765,0.00443234765089723,0.0,0.0,0.0,0.0038332099454870382,0.0,0.004015233881445921,0.0,0.0,0.005396474336663317,0.0,0.004844534570123179,0.004630411495200608,0.004887359185107695,0.004325286113435945,0.005074716875664944,0.004318148677605191,0.005317389693910524,0.0056921050750250255,0.004799925596180978,0.0,0.0,0.005706985756828468,0.005225157691054958,0.004432818205116295,0.0,0.004122306784951145,0.0,0.0,0.003147943363053602,0.005288839950587516,0.00409510380789418,0.005379842257429608,0.004737473032661894,0.004175399960990146,0.0,0.00407547585935961,0.004575096367512278,0.004949811748626777,0.002908505101031597,0.0,0.0,0.0,0.004325745301611072,0.005182328529652867,0.005139499368250777,0.003747551622682859,0.0,0.0,0.0,0.0,0.004352051497801265,0.0,0.004244989960339979,0.0,0.0,0.0,0.0038328030411140302,0.0,0.0,0.0,0.0,0.0,0.0036833078805797244,0.0,0.004914646270889806,0.0,0.0,0.0,0.003640478719177634,0.0064129860939310165,0.004164693807244015,0.0,0.004164693807244015,0.005963327636593616,0.0040897507310211165,0.0,0.004721413802042701,0.0,0.004346698420928202,0.005096129183157202,0.0,0.0057391076278800355,0.004989597303343465,0.0,0.005321523304209659,0.004421641497151101,0.0,0.0,0.003640478719177634,0.005663555331702016,0.003415263045015015,0.0,0.003415263045015015,0.005213896874364615,0.0040897507310211165,0.004721413802042702,0.003822096887367902,0.004721413802042702,0.004346698420928202,0.004196812268482401,0.0,0.003940282848992263,0.004090184913899578,0.004197257817404803,0.004572012979673089,0.0036722107349221006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0"
"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003159940921573863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003291162812248127,0.005390789899253692,0.003106184999487372,0.0,0.0035732873883396916,0.004364986518034316,0.00406532737032953,0.004665914425062089,0.005325130203773154,0.004621810741616757,0.003952923113111668,0.00404838718989049,0.004178519385659304,0.0046300209154799665,0.0029543335885425727,0.0,0.003858514456724821,0.0038038636478934284,0.0,0.0,0.00522780164298131,0.0,0.005538190888863793,0.0,0.0050624480259448225,0.005103390491557334,0.0,0.005258378074148284,0.0067637908401391895,0.005291772580822205,0.0,0.005507366344283271,0.006479909554218671,0.0,0.00512825870579544,0.0,0.005321529233733101,0.004538782810888215,0.0,0.0,0.004094117450008146,0.005814073699929075,0.004127737701009985,0.0055114788107643855,0.004694758582992818,0.0,0.0,0.003834926968961827,0.005356851744920596,0.0038176632421855978,0.0,0.003945573343399613,0.004755230895726155,0.0049067234259565174,0.0038579581612416818,0.005420652511147756,0.00556141151639543,0.0,0.0,0.0,0.004044323946484998,0.0,0.0,0.005097449645187381,0.005267484040437951,0.0,0.0,0.0,0.004997213734003931,0.0,0.0,0.0,0.00605141111378772,0.0,0.0,0.005933277507680049,0.00602401110904181,0.0038109553442164357,0.0,0.0,0.003777761800737194,0.0,0.0,0.00481996963572995,0.0050837678835745324,0.004192849748185992,0.0030198092295164523,0.004693134309372331,0.003515488031052304,0.0,0.003022611438482153,0.004541371584463815,0.004510695221048616,0.004183282574933813,0.003825360920946294,0.0044426734068125475,0.005256294246637542,0.0037993685892995658,0.0,0.0,0.004426597485528941,0.005894476477096515,0.004977705000056496,0.005400284104556639,0.005550752720636414,0.0,0.0,0.0,0.0046769730498180525,0.0,0.0,0.0,0.0,0.005480849779830364,0.0,0.0,0.005438730823363148,0.0,0.0,0.0,0.003425771262861318,0.004875212620642842,0.004360490311108092,0.004736406661966542,0.004570630099316267,0.004443685200162473,0.0036778017483665875,0.0045513796434566095,0.004749793099053458,0.004332388892149135,0.0037199269182857336,0.0036960558579830433,0.005128943576049002,0.004381313837044163,0.004514115134177054,0.00473955299119962,0.005760235495564625,0.004123638501045197,0.0,0.0,0.0,0.0,0.0,0.0,0.005381893593284715,0.0056805142843263,0.005515133439623581,0.005606964818025059,0.005966161425266807,0.0049044087976367915,0.0,0.005141164234120535,0.006587493834889982,0.005136825699910704,0.0,0.004977443472185416,0.00592413598238221,0.0033518327871143727,0.0,0.0,0.003717800666318105,0.0037525271560252225,0.0,0.003145252618847172,0.004961363081102226,0.005247071386008931,0.005725951600348138,0.005746968520961887,0.006053637205348204,0.004141487332043862,0.0,0.003939074256280658,0.005422896179966212,0.0038780759622895297,0.0,0.0037015836800472894,0.0,0.0,0.0,0.0,0.005392608187471305,0.00617621516817129,0.0,0.004060665473616388,0.0,0.004449220197063996,0.004867843363856551,0.00394492264439261,0.0048396595592945565,0.003536046186724448,0.0,0.0,0.00555267677543431,0.0,0.0,0.0038832778480934653,0.0,0.0030816416546105957,0.0,0.0,0.003470487194587486,0.005054475226179755,0.005804362280106927,0.004079835943171047,0.0,0.0037149806424698253,0.0,0.0,0.0,0.004179510998301719,0.0,0.0,0.003198751626965514,0.004125298987333286,0.0049121580416964525,0.004753422670630675,0.0,0.0049306753767035215,0.0,0.0,0.0,0.0,0.00572296853091446,0.0040337752889442625,0.0,0.0030655750897017483,0.0,0.002816190196824086,0.0047657240611929256,0.004656905525742025,0.004147548742889218,0.0,0.0,0.0,0.0,0.004602258741442004,0.007112903958928917,0.0043310167505704,0.0,0.0,0.0031008081511566346,0.0053580638871362435,0.004656715059891555,0.0,0.0,0.0041949619963002165,0.0,0.0047525052609571645,0.005928342944629218,0.006003750253416267,0.004845471512950959,0.002863671766418108,0.0,0.0,0.0,0.004161364066703726,0.0,0.004208864631466044,0.0,0.0,0.005017716029283495,0.0,0.005361108094401429,0.005099905150738231,0.00528140059673112,0.004546797463424667,0.005137374180352687,0.0047032438559398235,0.006001071011911983,0.0062023644542602355,0.0049989948767799565,0.0,0.0,0.0,0.0,0.0,0.0,0.003981064914089728,0.0,0.0,0.0029751398341451765,0.005299115760783407,0.004492347404089513,0.005908019447719792,0.0051262612949513585,0.004496938511449759,0.0,0.004195567447438474,0.004899780840725753,0.005035634294167974,0.0028767038277276156,0.0,0.0,0.0,0.004245470790849019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004847771861916326,0.0,0.004673347650577389,0.0,0.0,0.0,0.003906666467895204,0.0,0.0,0.0,0.0,0.0,0.0038200761412869977,0.0,0.005323549034886493,0.0,0.0,0.0,0.0037103452655021366,0.006317853469785542,0.0043793820586089365,0.0,0.004312633193918504,0.006005550399794175,0.004400460160949991,0.0,0.004673848255339847,0.0,0.004490034392354657,0.003546521901423199,0.0,0.005028245911167719,0.004821434559709009,0.0,0.005475818831159196,0.004586479122936303,0.0,0.0,0.0036940053092942436,0.00551817768901584,0.0035835346203826474,0.0,0.0035325066846439482,0.005201166024925888,0.0044323335929562,0.004715894760451703,0.0038480584277998478,0.00467903008532235,0.0044865314496878445,0.0032568234275603034,0.0,0.0037886036842428527,0.003998569235445321,0.004342156014176021,0.004581331723726285,0.0037373028518021024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","3"
